locus tag	logFC	logCPM	PValue	FDR
SL1344_1373	0,91	5,70	0,04	0,10
SL1344_1374	0,50	5,42	0,38	0,53
SL1344_1376	0,54	9,52	0,03	0,08
SL1344_1377	1,69	8,98	0,00	0,00
SL1344_1378	0,77	5,05	0,31	0,46
SL1344_1379	-0,47	5,22	0,53	0,66
SL1344_1380	-0,51	5,81	0,27	0,42
SL1344_1381	-0,69	8,51	0,01	0,03
SL1344_1382	-0,28	5,97	0,55	0,68
SL1344_1383	0,63	5,43	0,18	0,31
SL1344_1384	-2,51	7,61	0,00	0,00
SL1344_1385	-0,08	5,97	0,85	0,92
SL1344_1386	-0,80	6,37	0,04	0,10
SL1344_1387	-0,62	5,81	0,22	0,36
SL1344_1388	-0,57	6,32	0,17	0,30
SL1344_1389	-0,38	7,69	0,20	0,34
SL1344_1390	-0,69	7,07	0,06	0,14
SL1344_1391	-0,80	8,31	0,00	0,02
SL1344_1392	0,17	6,87	0,60	0,73
SL1344_1394	1,40	6,50	0,00	0,00
SL1344_1395	0,10	7,44	0,76	0,84
SL1344_1396	0,17	8,08	0,49	0,63
SL1344_1397	-0,44	6,38	0,20	0,34
SL1344_1398	0,96	8,88	0,00	0,00
SL1344_1400	1,78	6,97	0,00	0,00
SL1344_1401	-1,51	4,67	0,10	0,20
SL1344_1402	-0,02	5,12	0,97	0,98
SL1344_1403	0,18	3,39	0,88	0,93
SL1344_1404	0,45	4,48	0,61	0,73
SL1344_1405	1,86	8,40	0,00	0,00
SL1344_1406	-3,96	4,49	0,00	0,00
SL1344_1407	-0,95	5,85	0,06	0,13
SL1344_1408	-0,44	7,49	0,15	0,28
SL1344_1409	-1,58	8,00	0,00	0,00
SL1344_1410	-0,95	7,94	0,00	0,00
SL1344_1411	0,08	5,80	0,88	0,93
SL1344_1412	1,12	5,43	0,18	0,31
SL1344_1413	-0,18	5,06	0,85	0,92
SL1344_1414	1,85	5,84	0,00	0,00
SL1344_1416	-1,13	5,47	0,02	0,05
SL1344_1417	1,07	4,45	0,29	0,44
SL1344_1418	1,08	6,54	0,01	0,02
SL1344_1419	0,35	5,79	0,54	0,67
SL1344_1420	-0,67	4,95	0,33	0,48
SL1344_1421	-0,80	6,02	0,05	0,12
SL1344_1422	-0,74	5,07	0,18	0,31
SL1344_1423	-1,88	4,52	0,03	0,08
SL1344_1424	-2,05	5,10	0,01	0,03
SL1344_1425	0,35	6,16	0,46	0,60
SL1344_1426	0,84	5,97	0,06	0,14
SL1344_1427	-5,10	3,54	0,06	0,13
SL1344_1428	-0,53	4,17	0,66	0,77
SL1344_1429	-1,15	5,40	0,16	0,28
SL1344_1430	-1,00	5,49	0,06	0,13
SL1344_1431	-0,81	5,72	0,16	0,29
SL1344_1432	0,26	7,67	0,37	0,52
SL1344_1433	-0,62	7,06	0,08	0,17
SL1344_1434	0,48	3,96	0,56	0,69
SL1344_1435	1,28	3,29	0,26	0,41
SL1344_1437	1,43	5,01	0,08	0,17
SL1344_1438	1,35	5,90	0,01	0,02
SL1344_1440	1,18	5,88	0,00	0,02
SL1344_1441	0,01	7,88	0,96	0,98
SL1344_1442	-0,14	6,32	0,76	0,84
SL1344_1444	1,50	3,84	0,14	0,25
SL1344_1445	0,05	4,88	0,93	0,96
SL1344_1446	-2,80	4,71	0,00	0,00
SL1344_1447	-0,25	4,86	0,74	0,83
SL1344_1449	-0,70	4,61	0,66	0,77
SL1344_1450	-2,01	4,71	0,12	0,23
SL1344_1451	2,50	6,62	0,00	0,00
SL1344_1452	-3,12	5,50	0,00	0,00
SL1344_1453	-1,40	5,11	0,13	0,24
SL1344_1454	0,46	4,88	0,52	0,66
SL1344_1455	-1,26	5,04	0,10	0,20
SL1344_1456	0,87	4,35	0,31	0,46
SL1344_1457	-2,45	6,73	0,00	0,00
SL1344_1458	-0,24	3,64	0,89	0,94
SL1344_1459	-5,70	4,19	0,02	0,05
SL1344_1461	2,46	4,41	0,00	0,00
SL1344_1462	2,32	5,66	0,00	0,00
SL1344_1463	2,39	4,30	0,00	0,01
SL1344_1465	1,41	5,34	0,01	0,03
SL1344_1466	1,83	6,18	0,00	0,00
SL1344_1467	2,90	6,83	0,00	0,00
SL1344_1468	3,50	4,97	0,00	0,00
SL1344_1469	4,47	6,93	0,00	0,00
SL1344_1470	0,06	6,29	0,87	0,93
SL1344_1471	4,81	7,29	0,00	0,00
SL1344_1472	5,25	7,57	0,00	0,00
SL1344_1473	5,42	7,31	0,00	0,00
SL1344_1474	2,52	4,48	0,00	0,01
SL1344_1475	2,80	4,38	0,01	0,02
SL1344_1476	0,30	4,96	0,69	0,79
SL1344_1477	5,68	9,41	0,00	0,00
SL1344_1478	-0,37	5,90	0,55	0,68
SL1344_1481	0,14	3,86	0,91	0,95
SL1344_1482	0,94	4,39	0,40	0,55
SL1344_1483	-2,74	3,45	0,40	0,55
SL1344_1484	-1,31	5,77	0,00	0,01
SL1344_1485	-0,24	4,82	0,71	0,81
SL1344_1486	0,13	4,61	0,85	0,91
SL1344_1487	1,35	4,62	0,05	0,12
SL1344_1488	-0,64	6,19	0,12	0,23
SL1344_1489	-0,29	4,98	0,59	0,72
SL1344_1490	0,41	4,73	0,47	0,61
SL1344_1491	-2,56	3,62	0,08	0,16
SL1344_1492	-0,23	4,74	0,68	0,79
SL1344_1493	1,20	5,82	0,01	0,02
SL1344_1496	-0,55	7,55	0,06	0,14
SL1344_1497	1,53	6,85	0,00	0,00
SL1344_1498	0,38	6,02	0,42	0,57
SL1344_1499	1,01	5,94	0,02	0,06
SL1344_1500	-0,71	6,59	0,08	0,17
SL1344_1503	-2,16	10,51	0,00	0,00
SL1344_1504	2,46	3,27	0,06	0,14
SL1344_1505	-0,30	6,40	0,44	0,59
SL1344_1506	-0,32	5,32	0,56	0,69
SL1344_1507	-0,60	3,66	0,72	0,82
SL1344_1508	1,21	6,13	0,02	0,06
SL1344_1509	0,94	4,78	0,28	0,43
SL1344_1510	0,59	3,68	0,62	0,74
SL1344_1511	0,04	4,15	0,97	0,98
SL1344_1512	-0,55	4,88	0,37	0,52
SL1344_1513	-0,22	5,60	0,62	0,74
SL1344_1514	4,35	9,41	0,00	0,00
SL1344_1515	-0,02	6,33	0,97	0,98
SL1344_1517	0,48	7,83	0,08	0,17
SL1344_1518	0,40	4,77	0,50	0,63
SL1344_1519	-1,10	4,50	0,47	0,61
SL1344_1520	-0,40	7,00	0,26	0,41
SL1344_1521	-0,45	4,94	0,41	0,56
SL1344_1522	-0,34	5,09	0,54	0,68
SL1344_1524	-3,22	5,49	0,00	0,00
SL1344_1525	-3,05	5,79	0,00	0,00
SL1344_1526	-2,49	5,86	0,00	0,00
SL1344_1528	4,07	8,78	0,00	0,00
SL1344_1529	4,42	8,24	0,00	0,00
SL1344_1530	5,55	8,06	0,00	0,00
SL1344_1531	5,76	8,83	0,00	0,00
SL1344_1532	6,87	9,03	0,00	0,00
SL1344_1534	-1,79	6,79	0,00	0,00
SL1344_1535	-2,35	5,64	0,00	0,00
SL1344_1536	-1,65	6,03	0,01	0,02
SL1344_1537	-0,76	6,32	0,05	0,13
SL1344_1538	0,64	6,18	0,09	0,18
SL1344_1539	-0,83	5,88	0,11	0,22
SL1344_1540	0,03	4,37	0,97	0,98
SL1344_1541	-1,13	4,53	0,24	0,38
SL1344_1542	0,79	3,67	0,48	0,62
SL1344_1544	0,55	4,45	0,46	0,60
SL1344_1545	1,58	3,88	0,08	0,17
SL1344_1546	6,12	2,91	0,00	0,01
SL1344_1547	2,48	3,37	0,22	0,35
SL1344_1548	0,25	4,46	0,75	0,84
SL1344_1549	2,07	4,60	0,03	0,07
SL1344_1550	3,56	4,22	0,02	0,06
SL1344_1552	0,00	6,29	1,00	1,00
SL1344_1553	1,79	6,16	0,00	0,00
SL1344_1554	2,75	6,12	0,00	0,00
SL1344_1555	3,75	7,89	0,00	0,00
SL1344_1556	-1,68	5,94	0,00	0,01
SL1344_1557	-0,54	7,23	0,19	0,32
SL1344_1559	2,97	4,63	0,00	0,00
SL1344_1560	5,01	6,51	0,00	0,00
SL1344_1561	7,41	8,29	0,00	0,00
SL1344_1562	0,17	3,67	0,87	0,93
SL1344_1563	5,80	8,01	0,00	0,00
SL1344_1564	4,38	6,53	0,00	0,00
SL1344_1565	5,83	6,06	0,00	0,00
SL1344_1566	3,81	5,09	0,00	0,00
SL1344_1567	2,59	6,35	0,00	0,00
SL1344_1568	-0,99	6,67	0,01	0,02
SL1344_1569	-0,48	5,13	0,39	0,54
SL1344_1570	-0,49	5,74	0,27	0,42
SL1344_1571	-1,01	7,88	0,00	0,00
SL1344_1572	1,89	3,81	0,06	0,13
SL1344_1573	-0,02	5,19	0,97	0,99
SL1344_1574	0,85	4,90	0,17	0,30
SL1344_1576	1,65	7,89	0,00	0,00
SL1344_1577	-0,89	6,76	0,01	0,04
SL1344_1578	-1,69	5,37	0,02	0,05
SL1344_1581	0,81	7,10	0,02	0,06
SL1344_1582	0,10	6,30	0,80	0,88
SL1344_1583	2,08	7,75	0,00	0,00
SL1344_1584	0,82	4,75	0,13	0,24
SL1344_1585	0,20	5,87	0,63	0,75
SL1344_1586	-0,05	6,10	0,91	0,95
SL1344_1587	-0,63	5,99	0,16	0,28
SL1344_1588	-1,28	5,36	0,09	0,18
SL1344_1589	0,03	5,86	0,95	0,97
SL1344_1590	-0,01	7,12	0,97	0,98
SL1344_1591	-0,77	8,90	0,00	0,01
SL1344_1592	0,97	8,09	0,00	0,00
SL1344_1594	-0,58	5,69	0,40	0,55
SL1344_1595	0,11	5,08	0,90	0,94
SL1344_1596	-0,35	5,65	0,74	0,83
SL1344_1598	-1,99	3,63	0,55	0,68
SL1344_1599	-0,43	4,38	0,79	0,87
SL1344_1600	-0,98	3,88	0,52	0,66
SL1344_1602	4,13	8,94	0,00	0,00
SL1344_1604	0,30	4,33	0,71	0,81
SL1344_1605	-6,04	4,31	0,01	0,02
SL1344_1606	2,09	5,87	0,00	0,00
SL1344_1607	-0,67	4,23	0,59	0,71
SL1344_1609	1,93	8,09	0,00	0,00
SL1344_1610	-7,20	4,20	0,00	0,00
SL1344_1611	3,37	7,83	0,00	0,00
SL1344_1612	-0,20	9,44	0,38	0,53
SL1344_1613	-0,26	7,74	0,40	0,55
SL1344_1614	1,38	7,58	0,00	0,01
SL1344_1615	1,66	8,30	0,00	0,00
SL1344_1616	2,11	7,25	0,00	0,00
SL1344_1618	4,32	8,83	0,00	0,00
SL1344_1620	4,04	9,81	0,00	0,00
SL1344_1621	-2,04	5,15	0,02	0,06
SL1344_1622	-1,03	6,44	0,01	0,02
SL1344_1623	-0,89	5,11	0,10	0,21
SL1344_1624	-0,61	5,27	0,25	0,39
SL1344_1625	-0,51	5,33	0,33	0,48
SL1344_1626	-0,59	4,59	0,38	0,53
SL1344_1627	0,89	6,72	0,05	0,11
SL1344_1628	6,10	9,90	0,00	0,00
SL1344_1631	-0,24	9,21	0,26	0,41
SL1344_1632	-1,23	5,24	0,15	0,27
SL1344_1633	-0,44	7,89	0,11	0,22
SL1344_1634	-1,92	5,16	0,06	0,13
SL1344_1636	-0,61	5,94	0,15	0,28
SL1344_1638	-1,40	4,24	0,21	0,35
SL1344_1639	-2,69	5,27	0,00	0,02
SL1344_1640	-1,19	7,07	0,00	0,01
SL1344_1641	-0,23	7,57	0,46	0,61
SL1344_1642	-0,27	5,06	0,65	0,77
SL1344_1643	-0,27	6,73	0,44	0,59
SL1344_1644	0,33	7,77	0,26	0,41
SL1344_1645	-1,30	7,01	0,00	0,00
SL1344_1646	-0,74	8,93	0,00	0,01
SL1344_1648	1,01	7,51	0,00	0,00
SL1344_1649	0,31	5,13	0,64	0,76
SL1344_1650	0,12	5,33	0,83	0,90
SL1344_1651	-1,30	7,93	0,00	0,00
SL1344_1652	0,35	5,88	0,48	0,62
SL1344_1653	-0,32	6,64	0,44	0,58
SL1344_1654	-0,64	5,88	0,25	0,40
SL1344_1655	-1,52	6,38	0,00	0,00
SL1344_1656	-0,94	6,20	0,02	0,05
SL1344_1657	-0,77	6,54	0,03	0,07
SL1344_1658	-1,18	5,90	0,01	0,04
SL1344_1660	-5,16	3,66	0,05	0,12
SL1344_1661	-0,85	3,98	0,37	0,52
SL1344_1662	-0,10	5,61	0,87	0,93
SL1344_1663	0,42	5,28	0,38	0,53
SL1344_1664	-0,16	5,27	0,75	0,84
SL1344_1665	2,02	9,23	0,00	0,00
SL1344_1666	1,49	7,99	0,00	0,00
SL1344_1667	-2,13	4,98	0,01	0,03
SL1344_1668	-1,48	7,16	0,01	0,02
SL1344_1670	-1,47	5,29	0,03	0,09
SL1344_1671	-1,94	6,37	0,00	0,00
SL1344_1672	0,33	5,57	0,50	0,64
SL1344_1673	0,50	7,51	0,10	0,19
SL1344_1674	1,15	6,90	0,00	0,01
SL1344_1675	0,23	6,76	0,50	0,63
SL1344_1676	0,50	6,13	0,19	0,32
SL1344_1677	-0,32	7,87	0,23	0,37
SL1344_1678	6,83	3,63	0,00	0,00
SL1344_1679	-1,53	4,28	0,15	0,27
SL1344_1680	1,87	10,06	0,00	0,00
SL1344_1681	-1,25	6,04	0,02	0,05
SL1344_1682	-0,28	11,68	0,18	0,30
SL1344_1683	-0,63	7,79	0,02	0,05
SL1344_1684	0,14	6,84	0,67	0,78
SL1344_1685	0,33	7,06	0,32	0,47
SL1344_1686	-1,29	5,18	0,02	0,07
SL1344_1687	-0,76	6,96	0,03	0,08
SL1344_tRNA0026	-1,36	6,60	0,00	0,01
SL1344_tRNA0027	-0,43	7,29	0,27	0,42
SL1344_1688	0,12	4,75	0,89	0,94
SL1344_1689	1,65	4,09	0,25	0,40
SL1344_1690	0,31	4,11	0,75	0,84
SL1344_1691	0,22	5,16	0,74	0,83
SL1344_1692	1,32	6,51	0,09	0,18
SL1344_1693	0,81	5,43	0,26	0,41
SL1344_1694	0,05	6,50	0,91	0,95
SL1344_1695	0,54	5,17	0,37	0,52
SL1344_1696	-0,39	7,46	0,18	0,30
SL1344_1697	-0,92	6,57	0,01	0,04
SL1344_1699	-1,21	7,42	0,00	0,00
SL1344_1700	-1,18	6,77	0,00	0,01
SL1344_1701	-0,92	6,78	0,02	0,05
SL1344_1702	-0,63	5,62	0,18	0,31
SL1344_1703	-1,44	6,20	0,00	0,00
SL1344_1704	-1,27	7,30	0,00	0,00
SL1344_1705	-1,11	8,47	0,00	0,00
SL1344_1706	-1,11	5,40	0,04	0,10
SL1344_1707	0,04	7,63	0,89	0,94
SL1344_1708	-0,04	8,68	0,87	0,93
SL1344_1709	-0,60	5,61	0,23	0,37
SL1344_1711	-0,36	5,29	0,58	0,71
SL1344_1712	-1,44	8,05	0,00	0,00
SL1344_1713	-1,44	7,00	0,00	0,00
SL1344_1715	-1,35	4,11	0,37	0,52
SL1344_1720	-1,51	3,82	0,33	0,48
SL1344_1721	-2,73	3,65	0,42	0,56
SL1344_1723	-1,67	7,37	0,00	0,00
SL1344_1724	1,65	7,24	0,00	0,00
SL1344_1726	-5,35	4,95	0,00	0,00
SL1344_1727	-1,04	5,56	0,05	0,11
SL1344_1728	-0,79	5,39	0,16	0,28
SL1344_1729	-1,30	7,64	0,00	0,00
SL1344_1730	1,55	6,49	0,00	0,00
SL1344_1731	1,54	7,06	0,00	0,00
SL1344_1732	2,94	7,71	0,00	0,00
SL1344_1733	0,20	7,75	0,42	0,56
SL1344_1734	-0,34	5,62	0,44	0,59
SL1344_1735	0,61	7,32	0,03	0,07
SL1344_1736	4,59	3,03	0,00	0,00
SL1344_1739	-0,50	6,57	0,23	0,37
SL1344_1740	-0,51	6,41	0,19	0,33
SL1344_1741	-0,35	5,72	0,38	0,53
SL1344_1742	-1,34	7,55	0,00	0,00
SL1344_1743	-0,98	8,54	0,00	0,00
SL1344_1745	1,12	6,53	0,03	0,07
SL1344_1747	1,22	8,30	0,00	0,00
SL1344_1748	0,31	7,17	0,39	0,54
SL1344_1749	-1,24	7,26	0,00	0,00
SL1344_1750	-0,72	7,01	0,06	0,14
SL1344_1751	-0,91	8,59	0,01	0,03
SL1344_1753	0,88	7,67	0,00	0,02
SL1344_1754	0,90	5,94	0,07	0,15
SL1344_1755	0,07	7,03	0,83	0,90
SL1344_1756	0,90	5,16	0,14	0,25
SL1344_1757	0,15	6,98	0,65	0,76
SL1344_1759	4,28	9,42	0,00	0,00
SL1344_1760	3,38	9,39	0,00	0,00
SL1344_1761	3,18	10,25	0,00	0,00
SL1344_1762	4,66	5,76	0,00	0,00
SL1344_1763	-1,43	5,34	0,35	0,50
SL1344_1764	0,07	6,32	0,87	0,93
SL1344_1765	0,63	6,69	0,09	0,19
SL1344_1771	-0,82	7,81	0,02	0,06
SL1344_1772	-2,78	4,53	0,03	0,08
SL1344_1773	-0,61	9,24	0,03	0,08
SL1344_1774	0,03	9,67	0,90	0,94
SL1344_1775	-0,63	8,25	0,02	0,06
SL1344_1776	0,86	8,32	0,00	0,00
SL1344_1777	1,59	7,47	0,00	0,00
SL1344_1778	1,60	7,98	0,00	0,00
SL1344_1779	-1,77	5,93	0,00	0,02
SL1344_1782	3,74	6,12	0,00	0,00
SL1344_1784	0,50	6,15	0,19	0,32
SL1344_1785	0,53	3,86	0,54	0,67
SL1344_1786	1,75	6,26	0,00	0,00
SL1344_1787	0,98	6,24	0,02	0,06
SL1344_1788	0,40	3,67	0,71	0,81
SL1344_1789	4,02	5,12	0,00	0,00
SL1344_1790	-2,55	4,60	0,04	0,11
SL1344_1793	6,20	9,09	0,00	0,00
SL1344_1795	8,06	9,67	0,00	0,00
SL1344_1796	-0,14	3,03	1,00	1,00
SL1344_1800	6,31	3,64	0,00	0,00
SL1344_1805	1,54	3,45	0,27	0,42
SL1344_1806	1,60	4,07	0,31	0,46
SL1344_1807	-0,06	5,66	0,90	0,94
SL1344_1808	-0,74	7,28	0,02	0,05
SL1344_1809	-1,24	6,98	0,00	0,00
SL1344_1811	0,61	6,53	0,08	0,17
SL1344_1812	-0,36	6,42	0,38	0,53
SL1344_1813	-0,36	8,73	0,37	0,52
SL1344_1814	-0,96	9,40	0,00	0,01
SL1344_1815	0,13	9,10	0,70	0,80
SL1344_1817	-0,06	6,92	0,86	0,92
SL1344_1818	-1,47	6,62	0,00	0,00
SL1344_1819	-1,73	7,14	0,00	0,00
SL1344_1820	0,09	8,17	0,72	0,81
SL1344_1821	1,19	5,60	0,02	0,06
SL1344_1822	1,08	8,04	0,00	0,00
SL1344_1823	0,04	6,79	0,92	0,95
SL1344_1824	1,75	9,10	0,00	0,00
SL1344_1825	2,88	10,01	0,00	0,00
SL1344_1826	2,46	6,96	0,00	0,00
SL1344_1827	2,45	6,70	0,00	0,00
SL1344_1828	-1,09	7,10	0,01	0,02
SL1344_1829	-1,35	7,56	0,00	0,00
SL1344_1830	-5,37	4,79	0,04	0,10
SL1344_1830A	0,03	4,39	1,00	1,00
SL1344_1832	-0,59	3,72	0,64	0,75
SL1344_1833	1,02	6,40	0,01	0,04
SL1344_1834	0,65	7,96	0,02	0,05
SL1344_1835	0,68	7,51	0,04	0,09
SL1344_1836	0,33	9,12	0,16	0,29
SL1344_1837	1,35	5,60	0,01	0,02
SL1344_1838	1,50	4,35	0,06	0,13
SL1344_1839	-1,26	6,02	0,01	0,03
SL1344_1840	-0,57	6,48	0,17	0,29
SL1344_1841	-0,71	6,02	0,15	0,27
SL1344_1842	2,43	8,03	0,00	0,00
SL1344_1843	0,16	4,87	0,78	0,86
SL1344_1844	-0,39	7,99	0,15	0,27
SL1344_1845	2,94	5,79	0,00	0,00
SL1344_1846	-1,04	6,21	0,04	0,09
SL1344_1847	-3,36	4,32	0,00	0,00
SL1344_1848	-3,65	6,33	0,00	0,00
SL1344_1849	-5,56	5,97	0,00	0,00
SL1344_1850	-4,31	7,32	0,00	0,00
SL1344_1851	-4,33	7,11	0,00	0,00
SL1344_1852	-3,77	6,74	0,00	0,00
SL1344_1853	-3,20	6,14	0,00	0,00
SL1344_1854	-3,75	7,15	0,00	0,00
SL1344_1855	-4,97	7,06	0,00	0,00
SL1344_1856	-4,06	8,16	0,00	0,00
SL1344_1857	-3,28	6,09	0,00	0,00
SL1344_1858	-5,30	6,28	0,00	0,00
SL1344_1859	-1,22	7,86	0,00	0,00
SL1344_1860	-1,30	7,16	0,00	0,00
SL1344_1861	0,78	5,14	0,20	0,33
SL1344_1862	-0,23	6,87	0,47	0,62
SL1344_1863	-0,42	6,36	0,26	0,41
SL1344_1864	0,40	4,10	0,67	0,78
SL1344_1865	1,18	4,58	0,22	0,36
SL1344_1866	-0,44	4,39	0,73	0,82
SL1344_1867	-4,98	5,24	0,00	0,00
SL1344_1868	-0,58	4,85	0,39	0,55
SL1344_1870	-2,51	5,41	0,00	0,00
SL1344_1871	1,05	8,36	0,00	0,00
SL1344_1872	3,04	7,34	0,00	0,00
SL1344_1873	5,29	8,28	0,00	0,00
SL1344_1874	4,47	7,50	0,00	0,00
SL1344_tRNA0028	-0,70	10,92	0,50	0,63
SL1344_tRNA0029	-0,85	12,56	0,34	0,49
SL1344_tRNA0030	-1,30	7,80	0,00	0,01
SL1344_1875	-0,78	6,10	0,04	0,10
SL1344_1876	-0,25	7,12	0,42	0,57
SL1344_1877	-0,48	7,27	0,16	0,28
SL1344_1879	-2,06	4,94	0,01	0,03
SL1344_1880	-0,27	5,19	0,64	0,76
SL1344_1881	-0,49	4,79	0,49	0,63
SL1344_1882	-0,13	5,45	0,80	0,87
SL1344_1883	-0,91	7,29	0,01	0,03
SL1344_1884	-4,86	5,27	0,00	0,00
SL1344_1885	-4,63	7,82	0,00	0,00
SL1344_1887	-3,17	5,79	0,00	0,00
SL1344_1888	-4,46	10,73	0,00	0,00
SL1344_1889	-5,07	7,42	0,00	0,00
SL1344_1890	-5,55	5,05	0,00	0,00
SL1344_1891	-4,56	5,07	0,00	0,00
SL1344_1892	-1,11	5,48	0,05	0,11
SL1344_1893	-0,68	6,33	0,08	0,17
SL1344_1894	-1,69	4,22	0,05	0,11
SL1344_1896	-4,84	4,44	0,00	0,00
SL1344_1897	-7,48	3,81	0,00	0,00
SL1344_1898	-6,10	6,82	0,00	0,00
SL1344_1899	-7,22	6,54	0,00	0,00
SL1344_1900	-6,48	5,92	0,00	0,00
SL1344_1901	-4,07	5,82	0,00	0,00
SL1344_1902	-8,37	4,62	0,00	0,00
SL1344_1903	-3,24	5,24	0,00	0,00
SL1344_1904	-3,94	5,75	0,00	0,00
SL1344_1905	-3,18	6,97	0,00	0,00
SL1344_1906	-2,46	6,41	0,00	0,00
SL1344_1907	-5,36	4,94	0,00	0,00
SL1344_1908	-2,07	5,22	0,00	0,00
SL1344_1910	-1,53	4,25	0,03	0,08
SL1344_1911	-2,27	4,71	0,09	0,19
SL1344_1914	0,60	4,68	0,55	0,68
SL1344_1915	1,13	5,89	0,01	0,03
SL1344_1917	0,04	5,55	0,93	0,96
SL1344_1918	0,43	3,54	0,70	0,80
SL1344_1919	0,26	5,26	0,68	0,79
SL1344_1920	-0,63	6,82	0,09	0,19
SL1344_1921	1,21	5,82	0,05	0,11
SL1344_1923	-1,71	4,45	0,11	0,22
SL1344_1925	-0,59	6,87	0,36	0,51
SL1344_1926	1,59	5,84	0,10	0,20
SL1344_1927B	1,28	6,32	0,00	0,02
SL1344_1928	5,30	9,86	0,00	0,00
SL1344_1929	0,93	4,55	0,25	0,39
SL1344_1930	-0,03	4,80	0,97	0,99
SL1344_1931	3,39	4,02	0,00	0,01
SL1344_1932	2,71	3,74	0,00	0,02
SL1344_1933	-0,18	3,43	0,92	0,95
SL1344_1934	4,53	2,75	0,05	0,12
SL1344_1935	0,68	4,03	0,49	0,63
SL1344_1936	1,42	4,78	0,04	0,10
SL1344_1937	1,11	4,82	0,18	0,31
SL1344_1938	1,66	6,25	0,05	0,11
SL1344_1939	-1,27	3,98	0,42	0,57
SL1344_1940	0,78	4,26	0,37	0,52
SL1344_1941	1,85	5,24	0,00	0,01
SL1344_1942	1,17	3,35	0,38	0,53
SL1344_1943	1,91	3,29	0,21	0,35
SL1344_1944	0,65	3,53	0,50	0,63
SL1344_1945	0,60	3,74	0,59	0,72
SL1344_1947	1,46	5,23	0,03	0,09
SL1344_1948	1,07	4,58	0,12	0,22
SL1344_1949	1,15	4,30	0,12	0,22
SL1344_1950	0,96	4,95	0,13	0,24
SL1344_1951	-1,36	3,62	0,25	0,39
SL1344_1952	0,44	3,18	0,73	0,82
SL1344_1953	0,54	4,87	0,44	0,58
SL1344_1954	0,10	3,23	0,94	0,97
SL1344_1955	0,18	3,95	0,84	0,91
SL1344_1956	0,17	3,62	0,88	0,93
SL1344_1957	1,22	3,18	0,32	0,47
SL1344_1958	-0,30	4,75	0,67	0,78
SL1344_1959	-1,64	3,59	0,29	0,44
SL1344_1960	0,69	3,52	0,48	0,62
SL1344_1961	-0,05	4,05	0,97	0,99
SL1344_1962	-1,93	3,64	0,17	0,30
SL1344_1963	-0,54	3,30	0,70	0,80
SL1344_1964	0,08	3,45	0,94	0,97
SL1344_1965	0,30	10,78	0,67	0,78
SL1344_1966	1,15	4,96	0,10	0,20
SL1344_1967	-0,81	8,81	0,00	0,01
SL1344_1968	-1,29	6,90	0,00	0,00
SL1344_1969	0,40	5,09	0,41	0,56
SL1344_1973	-0,92	4,29	0,28	0,43
SL1344_1974	0,44	3,68	0,71	0,81
SL1344_1976	0,89	5,03	0,15	0,27
SL1344_tRNA0031	-1,38	9,07	0,05	0,11
SL1344_1977	0,86	5,43	0,16	0,29
SL1344_tRNA0032	-1,63	6,78	0,05	0,12
SL1344_1979	-0,88	3,95	0,38	0,53
SL1344_1982	-2,08	4,36	0,12	0,23
SL1344_1983	-1,47	4,67	0,08	0,17
SL1344_1986	-0,15	6,63	0,70	0,80
SL1344_1987	0,23	5,10	0,72	0,81
SL1344_1988	-0,30	5,66	0,55	0,68
SL1344_tRNA0034	-0,93	7,43	0,41	0,56
SL1344_1990	-0,91	4,93	0,13	0,24
SL1344_tRNA0035	-0,99	5,12	0,14	0,25
SL1344_1991	0,66	5,01	0,35	0,50
SL1344_1992	-0,16	5,27	0,80	0,87
SL1344_1993	-0,08	5,42	0,89	0,94
SL1344_1994	-1,92	4,83	0,03	0,07
SL1344_1995	-1,85	5,68	0,01	0,03
SL1344_1996	-0,35	5,02	0,58	0,71
SL1344_1997	-0,68	4,97	0,24	0,38
SL1344_1999	-2,45	4,55	0,02	0,05
SL1344_2000	-2,35	4,16	0,02	0,06
SL1344_2001	-1,95	4,35	0,06	0,13
SL1344_2002	-1,55	4,17	0,06	0,13
SL1344_2003	-6,81	4,36	0,00	0,00
SL1344_2004	-1,60	4,11	0,14	0,26
SL1344_2005	-2,18	4,08	0,12	0,23
SL1344_2006	-5,55	3,92	0,02	0,06
SL1344_2007	-1,79	3,86	0,20	0,33
SL1344_2008	-0,89	4,31	0,37	0,52
SL1344_2009	-1,28	3,38	0,42	0,57
SL1344_2010	0,86	3,91	0,42	0,57
SL1344_2011	-0,26	4,10	0,79	0,87
SL1344_2012	0,11	5,13	0,87	0,93
SL1344_2013	-1,13	4,16	0,31	0,46
SL1344_2019	-4,20	3,40	0,18	0,31
SL1344_2033	0,95	3,65	0,35	0,50
SL1344_2034	-0,52	5,32	0,40	0,56
SL1344_2035	-0,89	8,91	0,00	0,00
SL1344_2036	1,01	6,70	0,01	0,04
SL1344_2037	3,54	8,44	0,00	0,00
SL1344_2038	0,21	4,90	0,73	0,82
SL1344_2039	-1,43	4,33	0,15	0,27
SL1344_2040	-0,54	3,97	0,68	0,78
SL1344_2041	-0,25	4,81	0,73	0,82
SL1344_2043	0,60	4,75	0,23	0,37
SL1344_2044	-0,99	5,79	0,05	0,11
SL1344_2045	-1,62	7,14	0,00	0,00
SL1344_2046	0,35	6,33	0,42	0,57
SL1344_2047	1,17	7,59	0,00	0,00
